germplasmName,Dim.1,Dim.2
IITA-TMS-IBA020100,0.004192710423754274,0.002711007194611933
IITA-TMS-IBA030060A,0.0036448909001909097,0.032530139929036694
IITA-TMS-IBA050251,0.005335245899659852,0.008374671688098483
IITA-TMS-IBA061365,8.019680485782553e-5,0.012598573151408653
IITA-TMS-IBA070536,0.013921281065614402,0.020306659083631304
IITA-TMS-IBA070557,0.014710023014240117,0.0019373448164016515
IITA-TMS-IBA070670,0.013403238799070547,0.010469854889095772
IITA-TMS-IBA070683,4.108784544005534e-6,0.010171429949519197
IITA-TMS-IBA070703,0.0010322537603732799,0.004087746570036588
IITA-TMS-IBA070736,1.0932812345595651e-4,0.005726207814999316
IITA-TMS-IBA070738,5.411360087171543e-6,0.010292608405218649
IITA-TMS-IBA070753,0.015696978245125833,0.018622066476283394
IITA-TMS-IBA071026,0.015678747918628166,0.011108160506062838
IITA-TMS-IBA082032,0.009175492929725061,0.01405926496579853
IITA-TMS-IBA082159,0.0060658458928729096,0.00842349616720137
